Course ID,Student ID,Term,Grade
30181,72934350,Fall 2018,A-
30189,72934350,Summer 2012,A
30192,72934350,Summer 2011,C
30245,85428906,Fall 2014,A+
30252,85428906,Fall 2015,C
30263,85428906,Winter 2014,B
30315,80511936,Fall 2011,B-
30338,41732093,Winter 2015,A+
30342,41732093,Winter 2016,A+
30345,41732093,Fall 2011,B+
30346,41732093,Summer 2019,A-
30370,60278536,Winter 2011,C
30381,74997540,Fall 2016,A-
30385,74997540,Winter 2018,B+
30388,74997540,Summer 2013,A-
30410,74997540,Winter 2014,B+
30429,87214863,Winter 2014,B-
30441,87214863,Fall 2012,F
30456,87214863,Summer 2011,B
30469,87214863,Summer 2011,A+
30480,63382833,Winter 2014,B
30490,63382833,Summer 2015,A
30498,63382833,Fall 2018,A-
30518,50738767,Winter 2013,A+
30547,50738767,Fall 2018,B-
30590,50738767,Winter 2018,B+
30630,50738767,Winter 2012,A
30679,35668385,Winter 2012,A-
30692,41439346,Fall 2018,B
30696,41439346,Fall 2017,F
30738,34236492,Winter 2019,C
30750,34236492,Winter 2017,A+
30757,34236492,Summer 2011,F
30774,53545937,Summer 2015,B-
42408,72305881,Winter 2019,A+
42409,72305881,Winter 2013,A-
47049,48294712,Fall 2020,B
47052,51204478,Summer 2018,A+
47053,51204478,Summer 2012,F
47056,70650440,Summer 2020,A-
47057,70650440,Winter 2018,F
47058,70650440,Fall 2020,B-
47060,77904382,Fall 2011,A
47061,77904382,Fall 2019,A
47062,77904382,Summer 2018,B
47064,63437749,Winter 2020,A-
47065,63437749,Summer 2017,B-
47207,74074046,Winter 2017,B+
47819,74074046,Summer 2013,F
48370,74074046,Fall 2013,B+
48371,74074046,Fall 2016,B
49579,60470573,Winter 2019,A
49585,60470573,Fall 2014,A
49592,60470573,Fall 2013,F
47067,60470573,Summer 2020,B+
47069,11905047,Winter 2018,A+
34707,11905047,Winter 2019,B
47071,93648607,Winter 2013,B
47072,93648607,Winter 2014,F
31127,93648607,Winter 2019,A
31151,86671112,Winter 2012,B-
47073,86671112,Fall 2019,B+
47074,86671112,Fall 2016,B+
47075,86671112,Summer 2012,A-
47077,82575249,Winter 2012,A-
31210,82575249,Summer 2011,F
31211,82575249,Fall 2017,F
31213,71728731,Fall 2016,A
31214,71728731,Fall 2012,C
31215,71728731,Summer 2013,A
31217,11423796,Winter 2020,F
31218,11423796,Winter 2013,A
31221,11423796,Summer 2020,B
31228,11423796,Fall 2014,B
31237,46120959,Summer 2011,A
31253,92141951,Summer 2014,A-
31255,98089264,Fall 2016,B-
31256,98089264,Fall 2016,C
31258,98089264,Winter 2020,A-
31260,99708778,Winter 2012,A
31261,99708778,Summer 2015,A+
31262,99708778,Winter 2012,B+
31267,82657489,Summer 2012,B
31269,82657489,Winter 2013,A
47078,97125656,Fall 2013,F
47079,97125656,Summer 2013,F
48820,97125656,Summer 2018,B-
48821,97125656,Fall 2012,A+
49278,23474841,Winter 2018,C
47081,23474841,Summer 2012,F
42529,44232522,Fall 2014,F
42530,44232522,Summer 2017,B-
42531,44232522,Winter 2013,F
42532,44232522,Fall 2012,A
31418,11421652,Summer 2015,B
31419,11421652,Winter 2013,B
31421,11421652,Fall 2012,B
31423,11421652,Summer 2012,A-
31430,98089146,Winter 2015,C
31433,74126210,Summer 2016,B+
31435,15765714,Fall 2012,A+
31436,15765714,Fall 2014,A
31439,15765714,Winter 2017,A
31441,15765714,Summer 2017,B
31450,69414263,Fall 2012,A
31487,88676450,Summer 2013,A+
31489,88676450,Summer 2018,B-
31491,88676450,Winter 2011,C
31496,72916885,Fall 2017,B-
31497,72916885,Fall 2013,A
31500,23883424,Fall 2018,C
31501,23883424,Fall 2014,B-
31514,71200643,Fall 2015,B
31520,74309439,Summer 2016,B+
31521,74309439,Fall 2019,F
31567,49168134,Fall 2018,B
31569,49168134,Fall 2019,B-
31574,49168134,Winter 2014,A-
31581,49168134,Summer 2018,B
31591,57913844,Fall 2012,B-
31596,57913844,Winter 2019,B-
31605,24586476,Winter 2015,C
31606,24586476,Summer 2016,B-
31611,24586476,Fall 2017,A+
31619,30105124,Summer 2017,A-
31623,30105124,Fall 2019,F
31624,30105124,Summer 2014,A-
31629,55618818,Summer 2020,B
31634,55618818,Summer 2013,B+
31636,55618818,Summer 2011,A
31637,55618818,Summer 2015,F
31693,91637645,Winter 2011,B
31702,91637645,Fall 2012,B+
31715,91637645,Summer 2017,B+
31720,91637645,Fall 2015,B-
31734,68495753,Fall 2019,B-
31738,68495753,Fall 2014,B
31753,68495753,Winter 2019,B-
31758,68495753,Summer 2013,A-
31762,52955679,Fall 2012,F
31763,52955679,Winter 2012,B-
31773,16987530,Winter 2020,B+
31785,16987530,Fall 2020,C
31790,16987530,Winter 2020,A+
31793,16987530,Summer 2016,A
31814,13000771,Winter 2015,B-
42537,13000771,Fall 2013,F
42541,22722798,Winter 2016,B
46392,58021092,Summer 2011,B+
47083,58021092,Summer 2015,A-
47085,65506045,Winter 2019,A+
47086,65506045,Winter 2020,C
47087,65506045,Summer 2012,A-
47090,86549731,Summer 2012,A+
47091,86549731,Fall 2012,B-
47092,86549731,Winter 2015,F
47094,37533213,Winter 2012,B-
47096,44456812,Winter 2014,A-
47098,39202007,Fall 2014,B
47099,39202007,Winter 2014,C
47204,39202007,Summer 2020,B-
48301,25801632,Summer 2014,B
48773,36424046,Fall 2011,C
32001,20372339,Fall 2011,A-
32004,20372339,Summer 2011,C
32005,20372339,Winter 2017,A
32010,61807612,Summer 2015,F
32012,92141134,Winter 2012,B-
32013,92141134,Summer 2015,C
32015,92141134,Fall 2016,A-
32017,99199563,Summer 2020,B+
32018,99199563,Winter 2020,B+
32020,99199563,Fall 2020,B
32021,99199563,Fall 2012,B+
32027,21195030,Summer 2016,C
32029,21195030,Winter 2018,B
32030,21195030,Winter 2020,B+
32031,21195030,Summer 2015,A+
32033,76336909,Fall 2020,B+
32035,41402822,Fall 2016,F
32036,41402822,Fall 2013,C
32038,41402822,Summer 2019,B-
32044,41402822,Fall 2014,B
44221,65195937,Winter 2011,A-
47100,65195937,Summer 2015,B+
47101,65195937,Winter 2018,A+
47979,37159310,Winter 2013,B+
48218,37159310,Winter 2013,C
48693,37159310,Summer 2014,A-
48873,37159310,Fall 2020,F
49507,25657089,Winter 2019,A-
49698,25657089,Summer 2018,C
49699,25657089,Summer 2013,A
49702,25657089,Winter 2020,A+
32073,21935933,Fall 2015,C
32081,14049944,Summer 2020,B-
32082,14049944,Summer 2012,B-
32098,53378039,Summer 2011,A+
32101,53378039,Winter 2019,A-
32108,53731202,Fall 2018,A-
32109,53731202,Fall 2013,A
32112,53731202,Summer 2016,C
32113,53731202,Summer 2018,A
32119,59812257,Fall 2016,B
32123,14173226,Fall 2013,B-
32124,14173226,Summer 2016,B-
32139,14173226,Summer 2014,A-
32151,65075651,Winter 2012,B
32152,65075651,Winter 2015,A-
32153,65075651,Winter 2020,B-
32156,65075651,Winter 2015,B-
32161,20152759,Summer 2013,A-
32173,20152759,Winter 2017,C
32174,20152759,Winter 2014,C
32175,20152759,Fall 2017,A+
32180,32330693,Winter 2011,A
32181,32330693,Winter 2011,A+
32182,32330693,Summer 2016,B
32185,66500363,Winter 2015,A
32186,66500363,Summer 2013,A
32187,66500363,Winter 2014,A+
32189,45228407,Winter 2011,C
32190,45228407,Fall 2015,F
32191,45228407,Winter 2014,F
32192,45228407,Winter 2020,B-
32243,48080558,Fall 2018,B
32250,45844779,Summer 2013,C
32253,45844779,Fall 2017,A-
32254,45844779,Fall 2019,C
32255,45844779,Fall 2017,A-
42560,88766451,Summer 2011,A+
47103,13839909,Fall 2013,B-
47104,13839909,Fall 2015,A-
47105,13839909,Summer 2014,B-
47260,13839909,Winter 2014,F
48196,21217466,Fall 2019,A+
48403,92384909,Summer 2012,C
32355,92384909,Fall 2015,A+
32361,92384909,Summer 2019,B
32366,92384909,Winter 2012,B-
32376,54703620,Summer 2019,A-
32382,54703620,Fall 2012,A+
32387,54703620,Summer 2015,A-
32397,60177099,Fall 2013,B
32401,60177099,Summer 2014,A
32405,60177099,Fall 2012,B-
32414,31031852,Summer 2013,F
32420,58147991,Fall 2012,C
32425,58147991,Summer 2016,C
32429,58147991,Winter 2017,B
32434,58147991,Summer 2014,A+
32440,16618353,Winter 2019,A-
32468,65832921,Fall 2017,B-
32494,65832921,Winter 2012,B
32521,65832921,Fall 2020,F
32573,54415616,Summer 2014,A-
32600,54415616,Summer 2019,B+
32648,40944945,Summer 2017,F
32671,40944945,Summer 2019,F
32695,40944945,Summer 2014,B+
32719,40944945,Summer 2018,A
32761,82350244,Summer 2014,B-
32808,82350244,Summer 2020,B+
32832,82350244,Winter 2016,B+
32855,82350244,Winter 2017,B-
32900,82751306,Winter 2011,B
32926,82751306,Summer 2017,A-
32928,82751306,Summer 2016,B+
32934,51659720,Fall 2014,B-
32937,51659720,Fall 2011,A
32943,25556618,Summer 2016,F
32947,25556618,Winter 2013,F
32961,25556618,Fall 2014,A-
32974,25556618,Winter 2015,A-
32982,47313536,Summer 2018,A
32986,47313536,Winter 2019,A
32991,47313536,Fall 2020,A-
33000,34195314,Winter 2014,C
33014,30839126,Fall 2020,B+
33019,30839126,Fall 2018,A+
33024,30839126,Summer 2016,F
33031,35516139,Summer 2018,A
33042,16211179,Summer 2011,A
33051,38561174,Winter 2013,A
33055,38561174,Winter 2019,B+
33060,38561174,Fall 2020,B+
33064,38561174,Fall 2018,A+
33091,25386095,Fall 2011,A-
33113,25386095,Winter 2013,B
33134,25386095,Fall 2019,A+
33173,67367789,Winter 2017,B+
33192,67367789,Summer 2018,F
33254,39084504,Winter 2012,B
33276,39084504,Summer 2015,B+
33298,39084504,Fall 2014,B
33339,86440553,Fall 2017,F
33359,86440553,Winter 2016,B-
33380,86440553,Winter 2011,A-
33472,22557049,Summer 2019,A+
33475,22557049,Winter 2017,B-
33478,22557049,Summer 2013,F
33495,48131926,Winter 2020,A
33518,81076241,Summer 2019,B-
33536,81076241,Summer 2019,C
42609,81076241,Winter 2017,B+
42680,81076241,Fall 2012,A
45804,36283687,Winter 2016,B
47106,36283687,Summer 2014,A
47107,36283687,Fall 2011,B+
47108,36283687,Summer 2019,B+
47110,33002168,Winter 2015,C
47111,33002168,Summer 2011,B-
47112,33002168,Fall 2014,F
47113,33002168,Summer 2012,F
49299,81731876,Winter 2017,C
49275,98395742,Fall 2020,C
49276,98395742,Fall 2018,A
49277,98395742,Summer 2020,F
49535,98395742,Fall 2015,B-
33558,98049551,Winter 2016,A-
33560,95533020,Winter 2018,B-
33561,95533020,Fall 2014,F
33562,95533020,Summer 2015,C
33563,95533020,Summer 2012,B+
33566,16622044,Summer 2015,B-
33567,16622044,Summer 2012,C
33568,16622044,Summer 2011,B
33570,96999842,Fall 2011,A-
33571,96999842,Winter 2016,B+
33572,96999842,Summer 2019,B
33573,96999842,Summer 2012,B
49629,93276748,Winter 2018,A-
33585,76515462,Summer 2015,B+
47178,76515462,Summer 2020,A-
33617,76515462,Summer 2017,A
33618,76515462,Summer 2011,B
47114,45902859,Winter 2011,B
33644,75681835,Summer 2019,C
33646,75681835,Summer 2017,C
33648,75681835,Fall 2018,B+
33653,46725216,Summer 2018,C
33654,46725216,Summer 2013,A
33657,88137313,Summer 2019,B+
33659,63699691,Fall 2015,F
33665,63699691,Summer 2018,B
33666,63699691,Fall 2011,C
33667,63699691,Summer 2013,B
33676,82009533,Summer 2018,B+
33680,82009533,Summer 2014,B
33681,82009533,Summer 2015,B-
33682,82009533,Winter 2018,B
47119,88785386,Summer 2011,C
33791,23763952,Winter 2014,F
33805,38802988,Fall 2020,B+
33807,38802988,Summer 2020,C
44229,38802988,Fall 2016,F
44230,38802988,Fall 2011,B+
47123,18279584,Summer 2012,B
33870,43171315,Winter 2016,F
33872,43171315,Summer 2016,A-
33874,43171315,Winter 2012,B+
33876,43171315,Summer 2014,B
33884,13315782,Winter 2015,F
33886,13315782,Summer 2015,A
33897,13315782,Fall 2020,B+
33905,32959222,Fall 2019,C
33908,32959222,Fall 2013,A+
33910,32959222,Winter 2015,A+
33914,32959222,Fall 2019,F
33935,88125285,Winter 2017,F
33964,89899546,Summer 2017,B-
33967,89899546,Fall 2013,B
33970,89899546,Summer 2014,B
33981,78114391,Fall 2020,C
33986,78114391,Summer 2016,C
33993,78114391,Summer 2013,F
34001,25051070,Fall 2018,A
34005,25051070,Summer 2018,A-
34016,67634498,Summer 2013,A+
34020,67634498,Winter 2012,A+
34028,67634498,Winter 2013,B
34040,90913452,Summer 2013,A-
34044,90913452,Fall 2017,B-
34045,90913452,Fall 2014,A-
34129,11038629,Summer 2015,C
34132,11038629,Fall 2015,B-
34176,11038629,Summer 2020,B+
34180,86303887,Winter 2016,B-
34183,39380603,Fall 2020,B+
34194,20664013,Summer 2018,A+
34209,96778182,Summer 2017,C
34244,96778182,Winter 2012,B
34249,66784690,Winter 2017,B
34256,39223760,Fall 2017,A-
34261,39223760,Summer 2020,A+
34270,90593664,Winter 2018,A+
34273,81977049,Fall 2012,B+
34275,35090329,Summer 2018,A-
34283,35090329,Fall 2012,A+
34292,33300680,Fall 2017,B
34298,87825612,Winter 2014,B+
34300,87825612,Winter 2019,F
34309,87825612,Fall 2011,B
34322,38394169,Fall 2019,A-
34326,38394169,Fall 2012,C
34336,49042028,Summer 2011,B
34342,50186282,Summer 2011,A+
42704,13916795,Winter 2012,A+
42707,94590059,Summer 2012,B
45824,22638381,Summer 2019,A
47125,85251806,Summer 2016,B
47126,85251806,Fall 2012,F
47127,85251806,Fall 2018,A-
47128,85251806,Fall 2020,A
47130,13973066,Winter 2011,C
47445,13973066,Summer 2018,C
47822,13973066,Winter 2014,A
47135,77485224,Summer 2016,A+
47136,77485224,Summer 2013,F
34623,79219608,Fall 2012,C
34624,79219608,Fall 2012,B+
34626,88597002,Fall 2015,A
34627,88597002,Summer 2019,A
34628,88597002,Summer 2020,B-
34629,88597002,Summer 2012,A
34633,61883523,Winter 2015,A+
34635,61883523,Winter 2016,C
34636,61883523,Summer 2011,F
34637,61883523,Fall 2020,A+
34639,41447588,Fall 2015,B+
34640,41447588,Winter 2015,C
34641,41447588,Winter 2020,B
34645,30732286,Winter 2019,B+
34646,30732286,Summer 2018,C
34647,30732286,Summer 2020,A+
34652,22059371,Winter 2020,A-
34653,22059371,Fall 2015,A+
34660,73420289,Winter 2018,C
34663,79228578,Summer 2013,A
34667,79228578,Winter 2018,C
34672,24722761,Winter 2017,A-
34673,24722761,Fall 2016,A-
34674,24722761,Winter 2014,A
34675,24722761,Fall 2011,C
34678,48478254,Fall 2011,B+
34680,48478254,Summer 2014,A-
34681,48478254,Summer 2019,B
34684,48478254,Winter 2015,A+
34694,40340003,Summer 2013,B
47137,30923372,Fall 2013,A-
47138,30923372,Summer 2015,A
44231,67899067,Winter 2013,A
46424,67899067,Winter 2012,B
47981,67899067,Summer 2020,B+
34703,47616406,Winter 2019,B
34704,47616406,Summer 2012,B-
34708,66193999,Fall 2017,B+
34711,66193999,Summer 2018,F
34716,94720637,Fall 2012,C
34717,94720637,Summer 2019,A+
34719,94720637,Fall 2017,A-
34720,94720637,Summer 2019,C
34725,25710429,Fall 2012,C
34739,25710429,Winter 2013,B-
34744,25710429,Summer 2016,B+
34750,25710429,Summer 2018,B-
47141,11272505,Fall 2016,A+
47281,11272505,Fall 2020,B-
47895,11272505,Winter 2012,C
47143,54445839,Summer 2011,A-
47144,54445839,Summer 2017,A
47146,24199491,Fall 2011,C
47147,24199491,Winter 2012,A
34884,24199491,Winter 2018,A
34885,24199491,Winter 2018,C
26,78624823,Fall 2014,A
27,78624823,Winter 2016,A
35,46276453,Summer 2015,B
43,46276453,Summer 2012,A-
53,46276453,Winter 2020,F
57,12689765,Winter 2018,F
58,12689765,Winter 2019,A
60,21163339,Fall 2012,F
86,21163339,Winter 2013,B+
89,21163339,Winter 2013,A+
92,21163339,Fall 2012,A+
104,12115849,Fall 2014,F
109,58910180,Summer 2019,A+
173,58910180,Fall 2012,F
174,58910180,Summer 2011,F
178,58910180,Fall 2015,A+
185,99373566,Summer 2012,A
186,99373566,Winter 2014,B
187,99373566,Winter 2013,A+
189,99373566,Fall 2018,B+
40004,65703796,Winter 2011,B+
43001,76091602,Winter 2019,A-
44002,76091602,Fall 2016,B
44003,76091602,Summer 2019,A-
45085,66163146,Summer 2015,B
45114,66163146,Winter 2012,A-
45884,66163146,Fall 2012,A-
46442,11851833,Fall 2016,A
46444,18623334,Summer 2018,F
47353,18623334,Winter 2011,A
47360,98148655,Fall 2018,B-
47361,98148655,Winter 2020,A-
47363,98148655,Summer 2011,F
47364,98148655,Fall 2013,A+
47369,74429063,Winter 2013,C
47371,75318979,Fall 2015,B
47372,75318979,Winter 2014,A+
48073,75318979,Winter 2019,F
48619,68690630,Fall 2017,B
48720,68690630,Summer 2014,A
48824,93936789,Winter 2020,B-
48825,93936789,Summer 2019,B+
48827,17338715,Fall 2018,F
48828,17338715,Summer 2017,C
48829,17338715,Summer 2013,B
48831,39558284,Summer 2018,B
235,39558284,Fall 2013,F
236,39558284,Summer 2017,B
238,53547515,Summer 2013,B+
241,79225999,Winter 2017,B
243,33255758,Winter 2019,F
244,33255758,Summer 2020,B-
46445,61903425,Winter 2019,B-
46446,61903425,Summer 2015,B-
246,61903425,Summer 2020,A
247,61903425,Summer 2017,A+
253,31807109,Winter 2020,B+
254,31807109,Winter 2012,B-
257,31807109,Winter 2020,A-
273,42139524,Winter 2016,A-
277,64058089,Fall 2019,B+
46447,64058089,Winter 2020,B
46448,64058089,Summer 2013,A
46449,64058089,Fall 2016,B
316,18265851,Summer 2017,C
317,18265851,Winter 2017,B
319,62021326,Winter 2011,B
320,62021326,Winter 2019,C
325,84072591,Fall 2015,B-
326,84072591,Winter 2013,B-
327,84072591,Summer 2020,F
328,84072591,Fall 2012,B-
333,31605710,Winter 2018,B-
337,31605710,Summer 2011,A+
345,31605710,Summer 2014,F
37543,31605710,Summer 2020,A
40014,76172418,Fall 2017,A-
40015,76172418,Fall 2014,A
360,68433973,Winter 2014,B
361,68433973,Fall 2014,B+
409,55018523,Winter 2012,A-
448,50190171,Winter 2011,B+
505,50190171,Fall 2012,F
547,67495290,Winter 2016,B-
586,67495290,Fall 2015,B-
605,67495290,Fall 2012,F
649,53746912,Summer 2019,F
650,53746912,Winter 2015,A+
679,53746912,Fall 2013,B
46452,95884488,Fall 2014,F
46453,95884488,Winter 2018,A
46454,95884488,Fall 2013,C
46456,48824477,Fall 2014,A+
46457,48824477,Fall 2013,B-
48417,32924207,Winter 2013,F
48419,78306529,Fall 2020,A
48909,78306529,Fall 2012,B+
48910,78306529,Fall 2013,A
707,86150319,Summer 2020,A
708,86150319,Summer 2012,B-
709,86150319,Winter 2014,C
710,86150319,Winter 2013,A
712,51899279,Fall 2016,B-
47199,25227835,Fall 2011,A-
47218,78603697,Summer 2012,B+
48354,78603697,Summer 2015,C
48356,78603697,Winter 2020,C
48358,48483428,Winter 2017,C
48359,48483428,Summer 2017,C
49711,74143877,Fall 2011,B
715,74143877,Winter 2017,B
716,74143877,Fall 2018,B-
717,74143877,Fall 2012,A+
719,20890981,Fall 2016,B-
720,20890981,Summer 2020,C
721,20890981,Fall 2011,A+
727,65120683,Fall 2012,A-
729,58983231,Summer 2018,B-
737,58983231,Winter 2019,B
739,86278494,Summer 2017,B-
740,86278494,Summer 2011,A+
743,31764781,Summer 2018,F
745,72257468,Fall 2011,B
746,72257468,Summer 2016,A-
747,72257468,Winter 2020,A
748,72257468,Fall 2011,A
750,19760407,Fall 2016,A-
752,19760407,Fall 2014,A
754,19760407,Fall 2011,B+
756,65551250,Winter 2019,A-
757,65551250,Winter 2016,C
760,68208468,Summer 2020,A+
761,68208468,Summer 2013,B
763,60280178,Fall 2012,A
764,60280178,Summer 2020,B-
784,60280178,Winter 2013,A+
786,80571282,Fall 2012,B+
787,80571282,Summer 2014,B
790,80571282,Winter 2016,A
791,80571282,Fall 2020,A-
798,78574141,Fall 2018,B
799,78574141,Summer 2016,F
800,78574141,Winter 2012,C
802,66221821,Winter 2011,C
804,66221821,Summer 2018,A+
805,66221821,Fall 2014,A
818,66221821,Winter 2017,B-
820,79037582,Fall 2014,A-
821,79037582,Summer 2018,A+
823,48553189,Fall 2018,B-
824,48553189,Fall 2020,A+
825,48553189,Summer 2011,F
827,48553189,Summer 2011,F
830,57196546,Fall 2020,C
831,57196546,Summer 2013,B+
833,33183789,Summer 2015,A+
840,33183789,Summer 2014,B-
40043,11349748,Fall 2018,A+
40045,89138496,Fall 2017,F
40046,89138496,Winter 2017,B-
40047,89138496,Summer 2015,C
46458,89138496,Winter 2013,A-
46460,26993022,Winter 2016,A-
46461,26993022,Summer 2014,B+
46462,26993022,Fall 2015,B
47815,49685891,Winter 2020,C
47816,49685891,Summer 2018,F
48158,27155837,Fall 2019,C
48163,27155837,Summer 2018,A
48164,27155837,Summer 2012,A
48369,88181217,Summer 2014,C
48408,88181217,Winter 2017,A+
48743,88181217,Summer 2013,A-
48744,88181217,Summer 2018,A
48746,67027020,Fall 2011,A+
48747,67027020,Summer 2020,F
48819,84860253,Summer 2011,B+
46464,84860253,Winter 2018,F
924,84860253,Summer 2015,C
46465,84860253,Fall 2017,A+
46467,15778099,Summer 2019,B-
46468,15778099,Summer 2017,B+
46469,15778099,Fall 2012,A-
981,15778099,Summer 2016,A-
983,77148796,Summer 2013,C
985,77148796,Winter 2018,A
986,77148796,Fall 2014,B
987,77148796,Summer 2017,C
989,56538792,Summer 2016,F
994,56538792,Winter 2016,A+
995,56538792,Winter 2015,A
1000,43473335,Winter 2013,A+
1004,43473335,Summer 2013,C
1006,65928258,Summer 2013,A-
1008,65928258,Winter 2015,B-
1010,65928258,Summer 2015,A-
1011,65928258,Winter 2013,C
1016,26135454,Fall 2014,A
1023,99830859,Winter 2018,A-
1025,41116378,Winter 2013,A-
1026,41116378,Fall 2020,C
1066,41116378,Summer 2012,A+
1068,39263776,Fall 2015,B+
1070,39263776,Winter 2017,A+
1071,39263776,Fall 2011,A
1072,39263776,Fall 2013,B+
1081,64159251,Winter 2016,A+
1082,64159251,Fall 2014,C
1084,64159251,Winter 2013,C
1086,81241680,Winter 2019,F
1146,81241680,Summer 2020,A
13985,62443319,Winter 2012,C
31440,62443319,Fall 2018,C
31505,62443319,Summer 2012,A
31510,62443319,Summer 2012,B+
31523,17513636,Summer 2016,A
31607,20408532,Summer 2012,C
31615,20408532,Winter 2020,A
31627,60788741,Summer 2015,B
40048,60788741,Fall 2011,A-
46470,22910896,Winter 2014,A-
46471,22910896,Summer 2019,A+
46472,22910896,Winter 2017,B+
46473,22910896,Summer 2016,B-
46475,18130399,Fall 2020,B
46476,18130399,Winter 2011,A+
46478,15726701,Summer 2020,B-
47243,16386190,Winter 2017,A+
47244,16386190,Fall 2012,A
47800,16386190,Summer 2017,B-
48300,16386190,Fall 2017,A-
49185,72272252,Winter 2012,F
49187,72272252,Summer 2014,C
49577,89435512,Summer 2015,B
49628,89435512,Summer 2020,A
1217,89435512,Summer 2017,B
1219,89435512,Fall 2013,C
1224,58516241,Summer 2014,B-
1226,58516241,Winter 2013,F
1227,58516241,Winter 2016,A+
1230,99451834,Winter 2017,B-
1233,99451834,Fall 2014,B+
1234,99451834,Summer 2011,A
1235,99451834,Fall 2017,B-
1238,85650885,Fall 2013,B+
1239,85650885,Summer 2013,B
1242,23646938,Summer 2020,B+
1256,23646938,Fall 2011,B
1260,26573902,Winter 2016,B
1263,26573902,Winter 2016,B+
1265,26573902,Fall 2018,A-
1308,69471043,Winter 2018,B
40073,69471043,Fall 2018,A+
40074,69471043,Summer 2020,C
44005,69471043,Winter 2014,C
47618,56502094,Fall 2016,A-
47978,56502094,Winter 2017,A
1377,56502094,Fall 2015,F
1400,56502094,Winter 2014,C
46482,42095946,Winter 2017,A-
46484,49064720,Summer 2018,B-
46485,49064720,Summer 2012,C
1566,49064720,Summer 2011,F
40089,49064720,Summer 2011,B-
46487,91434217,Winter 2015,F
46488,91434217,Summer 2012,B+
1773,79795256,Summer 2013,B
1799,79795256,Summer 2014,B
1801,79795256,Fall 2013,B-
1896,78178266,Summer 2012,A
1903,90250127,Winter 2016,B
1905,90250127,Fall 2012,C
1906,90250127,Winter 2016,B+
1907,90250127,Winter 2018,B+
46491,81470643,Fall 2019,F
46492,81470643,Fall 2012,A-
46493,81470643,Fall 2015,A-
46495,51544496,Fall 2019,A
46496,51544496,Fall 2017,A
1925,51544496,Summer 2019,B+
1938,18532889,Fall 2015,A+
1941,97784243,Fall 2016,B+
1942,97784243,Summer 2018,B
1944,97784243,Fall 2015,B
1945,97784243,Summer 2012,B+
1950,64438143,Fall 2013,F
1972,64438143,Fall 2013,F
1993,64438143,Fall 2011,A-
2013,22756478,Winter 2016,A+
2015,22756478,Summer 2016,A
2016,22756478,Summer 2016,B+
2018,90406788,Winter 2016,A
2019,90406788,Fall 2018,C
2021,75334640,Winter 2011,B+
2022,75334640,Fall 2013,A-
2023,75334640,Summer 2014,B+
2024,75334640,Winter 2011,A
2026,70324743,Fall 2017,A-
2027,70324743,Winter 2013,A
2028,70324743,Winter 2017,A
2029,70324743,Fall 2016,B
2032,94788726,Winter 2015,A
2034,82177003,Winter 2016,F
2035,82177003,Fall 2016,F
2036,82177003,Summer 2015,F
2039,77395895,Fall 2017,B+
2040,77395895,Winter 2018,A+
2041,77395895,Fall 2014,A+
2043,55413211,Winter 2013,A-
2044,55413211,Fall 2011,A-
2046,55413211,Fall 2018,C
2047,55413211,Summer 2013,F
2051,32297242,Fall 2015,A+
2052,32297242,Winter 2017,B
2056,32297242,Fall 2015,F
2057,32297242,Winter 2018,A-
2059,83534844,Fall 2020,B+
2060,83534844,Winter 2012,B+
2097,75711072,Fall 2014,B+
2100,75711072,Summer 2017,F
2102,75711072,Fall 2019,A+
2181,75711072,Fall 2013,C
2195,40557185,Winter 2011,B+
2201,40557185,Winter 2011,B+
2203,40557185,Winter 2014,A+
2215,46152854,Summer 2011,A
2222,46152854,Summer 2012,A
2281,46152854,Summer 2011,B-
2298,51237965,Winter 2017,B-
40143,51237965,Fall 2018,B-
40145,51237965,Summer 2015,A-
46497,51237965,Summer 2020,A+
46501,38374503,Summer 2012,B+
46502,38374503,Fall 2017,F
46504,72855107,Summer 2018,A-
46505,72855107,Summer 2018,A-
46507,72855107,Summer 2011,F
46515,40520178,Fall 2019,A
46516,40520178,Fall 2011,C
45194,69794586,Summer 2019,B+
2536,69794586,Summer 2019,B
2543,69794586,Fall 2017,C
2546,91271097,Winter 2020,C
2547,91271097,Fall 2011,A+
2555,91271097,Fall 2014,B-
2572,27147279,Fall 2012,C
2580,27147279,Fall 2014,F
2583,27147279,Winter 2014,A-
2584,27147279,Summer 2011,F
2586,36775156,Winter 2019,B+
2587,36775156,Fall 2011,A+
2588,36775156,Winter 2013,A-
2589,36775156,Summer 2015,B
2591,19119028,Winter 2016,B+
2592,19119028,Fall 2011,B
2624,24876804,Winter 2016,B-
2625,24876804,Summer 2015,B+
2628,24876804,Summer 2015,A
2630,24876804,Fall 2013,B
2632,16530959,Winter 2019,A+
2642,71402677,Winter 2020,B
2643,71402677,Summer 2012,B
2659,71402677,Summer 2020,B
2683,12989655,Winter 2012,B+
2706,39742691,Winter 2014,A
2716,39742691,Winter 2016,C
2717,39742691,Summer 2013,B-
2719,39742691,Fall 2013,B+
2728,32637995,Winter 2015,B+
2729,32637995,Winter 2016,A-
2730,32637995,Fall 2011,B+
2732,32637995,Fall 2016,C
2735,83063195,Winter 2019,A+
2763,28414860,Fall 2016,B+
2778,28414860,Winter 2020,B-
2785,28414860,Fall 2019,F
2795,99783481,Winter 2020,A+
2796,99783481,Fall 2019,B-
2800,73740666,Summer 2017,A+
2804,73740666,Summer 2018,F
